Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,StreamingServices,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Age,Married,Number of Referrals,Avg Monthly GB Download,Premium Tech Support,Unlimited Data,Churn
No,2.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,eSewa,1339.5,46,No,0,11,No,No,1
No,3.0,No,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,757.5,62,No,0,27,No,Yes,1
Yes,4.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,No,Mobile Banking,2521.5,21,No,0,69,No,Yes,1
No,37.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2571.0,75,Yes,1,26,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2241.0,23,No,0,69,No,Yes,1
No,5.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2724.0,25,No,0,51,No,Yes,1
No,28.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3184.5,75,No,0,28,No,Yes,1
No,30.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,No,Mobile Banking,2560.5,59,No,0,4,Yes,No,1
No,36.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Cash,2725.5,69,No,0,23,No,Yes,1
No,1.0,No,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Cash,1072.5,47,No,0,2,No,Yes,1
Yes,4.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,1380.0,68,Yes,1,52,No,Yes,1
Yes,17.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cash,2682.0,54,Yes,1,22,No,Yes,1
No,3.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,594.0,33,No,0,0,No,No,1
Yes,4.0,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,1527.0,55,Yes,1,57,No,Yes,1
No,4.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2430.0,25,No,0,59,No,No,1
No,26.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2950.5,55,No,0,27,No,Yes,1
No,5.0,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,eSewa,1530.0,20,No,0,59,No,Yes,1
No,4.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2749.5,55,Yes,1,14,No,Yes,1
Yes,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2725.5,47,No,0,6,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,eSewa,2082.0,62,No,0,20,No,Yes,1
No,8.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2833.5,66,No,0,8,No,Yes,1
Yes,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),604.5,55,Yes,1,0,No,No,1
No,50.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2871.0,65,No,0,11,No,Yes,1
No,26.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2248.5,48,No,0,15,No,Yes,1
No,6.0,No,No,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,1438.5,23,No,0,71,No,Yes,1
No,3.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,1908.0,57,No,0,25,Yes,Yes,1
No,3.0,No,No,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,eSewa,1105.5,44,No,0,21,Yes,Yes,1
No,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,1323.0,31,No,0,30,No,Yes,1
No,14.0,No,No,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,1522.5,38,No,0,6,No,No,1
No,61.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),3132.0,77,Yes,1,17,No,Yes,1
No,40.0,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,1179.0,66,Yes,1,3,No,Yes,1
No,58.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Yes,Cash,3193.5,57,No,0,12,No,Yes,1
No,18.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Cash,2881.5,23,No,0,26,No,Yes,1
No,7.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2253.0,35,No,0,23,No,Yes,1
No,2.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,1341.0,72,No,0,20,No,Yes,1
No,19.0,Yes,No,DSL,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1650.0,55,No,0,23,Yes,No,1
Yes,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2230.5,35,Yes,1,19,No,Yes,1
No,39.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),3141.0,35,Yes,1,7,Yes,Yes,1
No,15.0,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,eSewa,1671.0,60,No,0,8,No,Yes,1
No,5.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),595.5,57,No,0,0,No,No,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2109.0,57,No,0,11,No,Yes,1
No,10.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2566.5,77,Yes,0,27,No,Yes,1
Yes,6.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,eSewa,2835.0,53,No,0,17,No,No,1
No,16.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2560.5,66,Yes,1,27,No,Yes,1
No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,eSewa,2389.5,56,No,0,21,No,Yes,1
No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2388.0,80,No,0,30,No,Yes,1
No,19.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Cash,2718.0,68,No,0,25,No,Yes,1
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,606.0,48,No,0,0,No,No,1
No,66.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),3181.5,30,Yes,0,52,No,Yes,1
No,36.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2974.5,54,No,0,7,No,No,1
No,39.0,No,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,No,Cash,1677.0,50,Yes,3,13,No,Yes,1
No,21.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2470.5,25,No,0,48,No,Yes,1
No,2.0,No,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1212.0,34,No,0,8,Yes,Yes,1
No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Cash,2260.5,42,No,0,9,No,Yes,1
Yes,35.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Cash,2554.5,37,No,0,16,No,Yes,1
Yes,33.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Cash,2814.0,48,Yes,5,27,No,Yes,1
No,45.0,Yes,No,No,No,No,No,No,No,One year,Yes,Cash,612.0,49,No,0,0,No,No,1
No,7.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2841.0,78,Yes,0,17,No,Yes,1
No,6.0,No,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),915.0,47,No,0,14,No,Yes,1
No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2310.0,74,No,0,20,No,Yes,1
Yes,11.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),603.0,62,No,0,0,No,No,1
No,1.0,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Cash,2259.0,53,No,0,3,No,Yes,1
No,40.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),2976.0,74,Yes,1,22,Yes,Yes,1
No,47.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,eSewa,2565.0,65,No,0,20,No,No,1
No,7.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,601.5,62,No,0,0,No,No,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Cash,2112.0,40,No,0,15,No,Yes,1
Yes,7.0,Yes,No,DSL,Yes,Yes,No,No,No,One year,Yes,Cash,1492.5,24,Yes,4,85,No,Yes,1
No,15.0,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2259.0,70,No,0,27,No,Yes,1
No,11.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2820.0,64,Yes,1,18,No,Yes,1
No,67.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mobile Banking,3550.5,53,No,0,27,Yes,Yes,1
No,8.0,No,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Cash,913.5,55,No,0,4,No,No,1
No,44.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2883.0,19,Yes,4,59,No,Yes,1
No,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3127.5,70,Yes,3,11,No,Yes,1
No,15.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Cash,2406.0,75,No,0,5,No,Yes,1
Yes,17.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cash,3126.0,38,Yes,1,15,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2089.5,70,No,0,2,No,Yes,1
No,9.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2424.0,39,No,0,7,No,Yes,1
No,7.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,eSewa,2409.0,21,No,0,42,No,No,1
No,36.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2523.0,71,Yes,1,15,No,Yes,1
No,3.0,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,2080.5,48,No,0,6,Yes,Yes,1
Yes,34.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,eSewa,2388.0,79,Yes,1,15,No,Yes,1
No,1.0,No,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Cash,1093.5,79,No,0,26,No,Yes,1
Yes,22.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,2682.0,39,No,0,12,No,Yes,1
No,47.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Cash,2410.5,73,Yes,1,7,No,No,1
No,24.0,No,No,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1219.5,74,Yes,1,29,No,Yes,1
No,53.0,No,No,DSL,No,Yes,Yes,Yes,Yes,One year,Yes,Cash,1813.5,61,Yes,1,13,Yes,Yes,1
No,8.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2547.0,58,Yes,1,30,No,Yes,1
Yes,2.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,2206.5,27,Yes,1,59,No,Yes,1
No,8.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mobile Banking,604.5,24,Yes,1,0,No,No,1
No,48.0,No,No,DSL,No,No,Yes,Yes,No,One year,No,eSewa,1041.0,31,Yes,1,22,No,Yes,1
No,43.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Cash,3226.5,80,Yes,1,18,Yes,No,1
No,16.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2962.5,69,Yes,1,7,No,Yes,1
No,8.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,No,Cash,3034.5,47,Yes,1,6,No,Yes,1
No,20.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2661.0,20,No,0,59,No,Yes,1
No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2392.5,44,No,0,16,No,Yes,1
No,27.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,eSewa,2836.5,48,No,0,6,No,Yes,1
No,5.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,eSewa,2071.5,71,No,0,11,No,Yes,1
Yes,52.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,2887.5,63,Yes,1,26,Yes,No,1
No,37.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,3033.0,73,No,0,19,No,Yes,1
No,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Mobile Banking,3141.0,52,No,0,3,Yes,Yes,1
Yes,40.0,Yes,No,DSL,Yes,No,Yes,No,No,Month-to-month,Yes,eSewa,1657.5,20,No,0,76,No,Yes,1
No,6.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2703.0,53,No,0,3,No,Yes,1
No,11.0,Yes,Yes,DSL,No,No,No,Yes,No,Month-to-month,No,Cash,1612.5,60,No,0,13,No,Yes,1
No,6.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2679.0,43,No,0,22,No,Yes,1
No,3.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2856.0,21,Yes,5,42,No,No,1
No,5.0,No,No,DSL,No,Yes,No,No,No,Month-to-month,No,Cash,1371.0,79,No,0,15,No,Yes,1
No,8.0,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Cash,2235.0,51,Yes,1,23,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2389.5,57,No,0,5,No,Yes,1
No,28.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),3039.0,67,Yes,1,20,Yes,Yes,1
Yes,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,eSewa,2401.5,53,Yes,1,7,No,Yes,1
Yes,29.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2676.0,25,Yes,1,48,No,Yes,1
Yes,19.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2509.5,59,Yes,1,25,No,No,1
No,6.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mobile Banking,585.0,62,Yes,1,0,No,No,1
No,1.0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,eSewa,1537.5,58,No,0,4,Yes,Yes,1
No,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,1368.0,31,No,0,24,No,Yes,1
No,6.0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Mobile Banking,1489.5,49,No,0,22,Yes,Yes,1
Yes,15.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Cash,600.0,59,Yes,1,0,No,No,1
No,25.0,No,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,1020.0,19,Yes,1,82,No,Yes,1
No,10.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,eSewa,2775.0,72,Yes,1,30,Yes,No,1
Yes,13.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2650.5,52,Yes,1,10,No,Yes,1
Yes,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3238.5,38,Yes,1,10,Yes,Yes,1
No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,eSewa,2233.5,75,No,0,16,No,Yes,1
No,37.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Cash,1942.5,26,No,0,71,No,Yes,1
No,26.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,No,Cash,2694.0,49,No,0,25,No,Yes,1
No,12.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,One year,No,eSewa,2865.0,61,No,0,16,No,Yes,1
No,10.0,No,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Cash,889.5,76,No,0,20,Yes,No,1
Yes,5.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Cash,2535.0,64,Yes,3,8,No,Yes,1
No,18.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2721.0,26,No,0,26,No,Yes,1
No,3.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2109.0,69,No,0,16,No,Yes,1
No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,One year,Yes,Mobile Banking,3118.5,20,No,0,82,No,Yes,1
No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2242.5,39,No,0,26,No,Yes,1
No,1.0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Cash,1524.0,20,No,0,27,Yes,Yes,1
No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2407.5,42,No,0,30,No,No,1
No,32.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Cash,2367.0,62,Yes,1,11,No,Yes,1
No,36.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2542.5,22,No,0,42,No,Yes,1
No,53.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Mobile Banking,2563.5,38,No,0,29,No,Yes,1
Yes,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,597.0,46,Yes,4,0,No,No,1
No,12.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2983.5,76,No,0,26,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2118.0,48,No,0,23,No,Yes,1
No,5.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2430.0,61,No,0,23,No,No,1
No,6.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2545.5,61,No,0,12,No,Yes,1
No,26.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2674.5,68,No,0,12,No,Yes,1
No,1.0,No,No,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,744.0,77,Yes,1,19,No,Yes,1
No,64.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),3169.5,30,No,0,73,Yes,Yes,1
No,13.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2425.5,40,No,0,20,No,Yes,1
No,9.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2683.5,62,Yes,3,18,No,Yes,1
No,10.0,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2164.5,49,No,0,11,No,No,1
No,2.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Cash,2292.0,39,No,0,25,Yes,Yes,1
No,20.0,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,eSewa,1848.0,67,No,0,27,No,Yes,1
No,9.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Cash,2397.0,35,Yes,0,27,No,Yes,1
No,32.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2884.5,67,No,0,18,No,Yes,1
No,70.0,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),1959.0,57,Yes,1,24,Yes,Yes,1
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,589.5,43,No,0,0,No,No,1
No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,eSewa,2539.5,25,No,0,51,No,No,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2086.5,76,Yes,1,22,No,Yes,1
No,13.0,No,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Cash,931.5,46,No,0,16,No,Yes,1
No,7.0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,eSewa,1530.0,56,No,0,22,No,Yes,1
Yes,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,1330.5,27,Yes,0,59,No,Yes,1
No,7.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2391.0,31,No,0,16,No,Yes,1
Yes,54.0,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1650.0,43,No,0,16,No,Yes,1
No,5.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,eSewa,2545.5,66,No,0,27,No,No,1
No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2209.5,80,No,0,19,No,Yes,1
Yes,33.0,Yes,No,DSL,No,Yes,No,Yes,Yes,One year,Yes,eSewa,2217.0,33,Yes,3,4,Yes,Yes,1
No,55.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Cash,2332.5,38,Yes,5,4,No,Yes,1
No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2530.5,78,Yes,1,17,No,Yes,1
No,8.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Cash,2548.5,35,No,0,6,No,Yes,1
No,11.0,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Cash,2215.5,40,No,0,25,Yes,Yes,1
Yes,49.0,No,No,DSL,No,Yes,Yes,No,No,One year,Yes,Mobile Banking,1554.0,57,Yes,2,5,No,No,1
No,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,1380.0,69,Yes,1,19,No,Yes,1
No,15.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2382.0,78,No,0,12,No,Yes,1
No,16.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2154.0,78,Yes,1,5,No,Yes,1
No,44.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,No,eSewa,2652.0,68,Yes,1,14,No,Yes,1
Yes,5.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,eSewa,1380.0,56,No,0,14,No,Yes,1
No,4.0,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1552.5,39,No,0,13,No,Yes,1
Yes,30.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,Yes,Cash,2832.0,52,Yes,1,6,No,No,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,eSewa,2104.5,34,No,0,6,No,Yes,1
No,9.0,No,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1041.0,43,No,0,9,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2433.0,53,No,0,24,No,Yes,1
Yes,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,616.5,25,Yes,1,0,No,No,1
No,61.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Two year,Yes,Cash,3198.0,39,No,0,28,Yes,Yes,1
No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,3202.5,47,Yes,7,21,Yes,No,1
No,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2683.5,56,No,0,13,No,Yes,1
No,3.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Cash,2937.0,40,No,0,7,Yes,Yes,1
No,1.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,eSewa,1671.0,62,No,0,22,No,Yes,1
No,13.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Cash,2394.0,61,No,0,3,No,Yes,1
No,18.0,No,No,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,1171.5,46,Yes,1,30,No,Yes,1
No,3.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,eSewa,2517.0,75,Yes,3,11,Yes,Yes,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2095.5,70,No,0,30,No,No,1
No,1.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,eSewa,1606.5,61,No,0,14,No,Yes,1
Yes,70.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,No,Mobile Banking,2817.0,38,Yes,1,14,Yes,Yes,1
Yes,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3394.5,48,Yes,1,22,Yes,Yes,1
No,26.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Cash,2548.5,65,Yes,1,3,No,Yes,1
No,11.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Mobile Banking,2415.0,42,Yes,3,27,No,Yes,1
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,579.0,61,No,0,0,No,No,1
No,1.0,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,eSewa,1489.5,60,No,0,8,No,No,1
No,46.0,Yes,No,DSL,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),1630.5,52,No,0,17,Yes,Yes,1
No,4.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2653.5,32,No,0,15,No,Yes,1
No,22.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mobile Banking,2715.0,71,No,0,27,Yes,Yes,1
No,9.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,eSewa,2845.5,54,Yes,1,6,Yes,Yes,1
Yes,7.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2098.5,49,Yes,9,3,No,Yes,1
No,1.0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1458.0,22,No,0,52,No,Yes,1
No,40.0,No,No,DSL,Yes,Yes,Yes,No,No,Month-to-month,Yes,Cash,1674.0,72,No,0,6,No,No,1
